Title,Title_link,date,Rating,Description_of_duration,authorInfo,Positive_Review,pos_count,Negative_Review,neg_count,UI_TEXT,reviewBodyCell,author_location,authorLocation_current,Outlook,CEO_Approval
"""Assistant Store Manager""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32072885.htm,26 February 2020,4.0,I worked at Walmart,,high paced   very challenging  fun ,1,long inconsistent hours   bare bones staffing,0,,,,,,
"""Great benefits... poor management""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32073234.htm,26 February 2020,4.0,I worked at Walmart full-time for more than 3 years,,benefits  decent pay  raises every year  flexible scheduling,1,management does not care about you  you're just a number and easily disposable,0,,,,,,
"""Front end coach""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32298533.htm,10 March 2020,3.0,I have been working at Walmart full-time,,the salary and benefits are great,1,no work life balance,0,,,,,,
"""Okay experience""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32304610.htm,10 March 2020,3.0,I worked at Walmart part-time for more than a year,,they tend to hire younger part-time students so there are a lot of opportunities ,1,they overwork you almost all the time  at many times felt i had to choose between my job and my school ,0,,,,,,
"""Constant change""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32307958.htm,10 March 2020,3.0,I worked at Walmart full-time,,opportunity for growth  little opportunity to set ones self apart from pack compensation,1,work life balance schedule reliance on kpi expectations are not universal,0,,,,,,
"""It’s ight""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32309468.htm,10 March 2020,3.0,I have been working at Walmart part-time,,dope it’s pretty cool i guess,1,work gonna suck no matter where you work,0,,,,,,
"""It pays the bills""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32310659.htm,10 March 2020,3.0,I have been working at Walmart full-time for more than a year,,multiple skills learned  constantly busy  average pay  opportunities to grow,1,set schedules and full time hours are hard to come by and sometimes hard to keep  pay could be better  often the work exceeds the pay when you are used in multiple roles ,0,,,,,,
"""I'm happy making $16/hr at Walmart as a regular employee.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32313891.htm,11 March 2020,3.0,I have been working at Walmart full-time for more than 8 years,,10% discount  if management likes you they ll bend over backwards to accomodate your schedule,1,you end up doing a little bit of everything and taking on a lot of responsibility ,0,,,,,,
"""It's a job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32316083.htm,11 March 2020,3.0,I have been working at Walmart full-time for more than 8 years,,it pays and you can get pto if you save it up,1,no sick leave  have to save up protected pto if you are sick and have to call in so you don't get points and end up getting fired,0,,,,,,
"""It was great place to work.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32034591.htm,24 February 2020,5.0,I worked at Walmart full-time for more than 3 years,,i met new people and got to help them ,1,i honestly don't have any cons,0,,,,,,
"""Great job to work at""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32034875.htm,24 February 2020,5.0,I worked at Walmart,,you get to meet new people and help others,1,great at what they do,0,,,,,,
"""Bad""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32035036.htm,24 February 2020,5.0,I worked at Walmart part-time,,customer   csm  benefits  area,1,management   pay  schedule,0,,,,,,
"""Family of employees""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32034935.htm,24 February 2020,5.0,I worked at Walmart,,great people to work with,1,policies and recommendations from corporate,0,,,,,,
"""Good company""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32040542.htm,24 February 2020,5.0,I have been working at Walmart full-time for more than 3 years,,good company love the bound we get,1,some people can’t mind there own business,0,,,,,,
"""Great management""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32043758.htm,24 February 2020,5.0,I worked at Walmart part-time for less than a year,,supportive management and fellow employees,1,couldn’t get enough part time hours,0,,,,,,
"""I love working there it good to be there helping out other.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32045422.htm,24 February 2020,5.0,I worked at Walmart,,bakery i love that part,1,gotta finish the job and go home,0,,,,,,
"""Good job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32048339.htm,24 February 2020,5.0,I have been working at Walmart part-time for less than a year,,fair breaks friendly coworkers time goes by quick,1,heavy lifting fast paced sometimes bad management,0,,,,,,
"""Good pay""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32048743.htm,24 February 2020,5.0,I have been working at Walmart full-time for more than a year,,good pay  pto hours  quarterly bonuses,1,cutting hours  no advancement in positions,0,,,,,,
"""Good pay""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32048743.htm,24 February 2020,5.0,I have been working at Walmart full-time for more than a year,,good pay  pto hours  quarterly bonuses,1,cutting hours  no advancement in positions,0,,,,,,
"""Worst place I have ever worked""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32556005.htm,31 March 2020,1.0,I have been working at Walmart full-time for less than a year,,40 hours a week which is not easy since they cut hours like crazy,1,management is horrible  they lie and tell you that you can move up but they hold you down   you can bust your butt and they will not let you move anywhere   they do not know the laws and regulations and are constantly breaking them   there is no communication between management  they all do their own thing and play favorites   it you thought  like i did  that because it is a huge organization that they may have their act together forget it   i could go on but best advise   stay away ,0,,,,,,
"""Everything""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32556835.htm,31 March 2020,1.0,I worked at Walmart full-time,,coworkers  coworker  coworkers  coworkers  coworkers ,1,everything  especially management  they do not care about you at all,0,,,,,,
"""Expect to do a lot with no appreciation""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32302115.htm,10 March 2020,2.0,I worked at Walmart full-time for more than a year,,fixed schedule - often worked from 7am to 3 30pm,1,pay   you can do the same amount of work and be getting almost double   wanted you to get the assistant manager's work done and do your own  but doing 3 people's job in 8 hours is ridiculous   store managers and higher ups need to be more friendly to associates,0,,,,,,
"""Overall Okay-ish""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32303304.htm,10 March 2020,2.0,I worked at Walmart part-time for more than a year,,the pay was alright  and some coworkers and regulars made the day go by faster ,1,wasn't much opportunity to advance or get full time and to many cooks in the kitchen so to speak ,0,,,,,,
"""Chaotic And Overused""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32305396.htm,10 March 2020,2.0,I have been working at Walmart part-time for more than a year,,good benefits and great coworkers,1,long brutal hours and non stop moving,0,,,,,,
"""Not worth the pay""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32306307.htm,10 March 2020,2.0,I have been working at Walmart full-time for more than a year,,some fellow co-workers are nice and easy to get along with ,1,once you show promise management will push all the hard work onto you to shoulder alone  while the other fellow workers aren't pushed to grind their gears ,0,,,,,,
"""Great Corporation""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32036172.htm,24 February 2020,4.0,I worked at Walmart part-time,,friendly people who seem to care about what they re doing ,1,not the best pay  but not the worst for part time ,0,,,,,,
"""Walmart""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32036691.htm,24 February 2020,4.0,I worked at Walmart full-time,,very flexible with your schedule,1,calling out sick cost you points,0,,,,,,
"""Unloading organizing merchandise, Auditing merchandise, ensuring necessary stock goes out every night.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32038815.htm,24 February 2020,4.0,I worked at Walmart part-time for less than a year,,fast pace  hands on experience ,1,minimumn wage  not many opportunities for growth,0,,,,,,
"""Alright for a temp. summer job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32041422.htm,24 February 2020,4.0,I worked at Walmart full-time,,needed work between semesters at college & got hired pretty quickly,1,not the most exciting job ,0,,,,,,
"""manage department""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32044101.htm,24 February 2020,4.0,I have been working at Walmart full-time,,good work environment  i like it ,1,pay scale not good  they should increase the hourly rate,0,,,,,,
"""Fast paced, great pay""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32046615.htm,24 February 2020,4.0,I worked at Walmart full-time for more than 5 years,,pay  plenty of overtime cookouts shift work,1,some managers are pointless and need more training,0,,,,,,
"""Managers can make things worse or better""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32047475.htm,24 February 2020,4.0,I have been working at Walmart full-time for more than 5 years,,hours  benefits  coworkers  and ability to transfer locations,1,pharmacy managers can try to bend rules and it may be hard to get problems fixed since outside managers can’t really do anything ,0,,,,,,
"""Carriers""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32048403.htm,24 February 2020,4.0,I worked at Walmart full-time for more than 10 years,,they will invest in you  if you show them you have the drive ,1,they will treat you how you treat them  if you want a carrier they will invest in you  if you treat it like a part time job they will treat you like a part time employee ,0,,,,,,
"""A decent part time job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32279437.htm,9 March 2020,3.0,I have been working at Walmart part-time,,good people to work with,1,very boring and my feet hurt,0,,,,,,
"""Average Experiene""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32289137.htm,9 March 2020,3.0,I worked at Walmart part-time for more than a year,,fun work environment opportunities for growth,1,difficult coworkers made for a difficult experience,0,,,,,,
"""Opportunity if you take it""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32289326.htm,9 March 2020,3.0,I have been working at Walmart full-time for more than a year,,excellent exposure to cross-functional tools and teams,1,restructuring currently is creating a lot of uncertainty,0,,,,,,
"""Walmart Supercenter Cashier""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32291355.htm,9 March 2020,3.0,I worked at Walmart part-time,,good training  helpful coworkers  easy job ,1,communication between managers could have been improved ,0,,,,,,
"""Walmart""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32291753.htm,9 March 2020,3.0,I have been working at Walmart full-time for more than 10 years,,salary is good and you will earn it bonuses are good  but should be better for asm’s technology is advanced  ,1,work life balance is terrible  schedule  no appreciation,0,,,,,,
